"arxiv_id","title","category"
"2512.16292v2","In-Context Probing for Membership Inference in Fine-Tuned Language Models","cs.LG"
"2512.16277v1","Sharpness-aware Second-order Latent Factor Model for High-dimensional and Incomplete Data","cs.LG"
"2512.16960v1","QSMOTE-PGM/kPGM: QSMOTE Based PGM and kPGM for Imbalanced Dataset Classification","cs.LG"
"2512.16266v1","Pixel Super-Resolved Fluorescence Lifetime Imaging Using Deep Learning","cs.LG"
"2512.16247v1","Sharpness-aware Federated Graph Learning","cs.LG"
"2512.16233v1","DAG Learning from Zero-Inflated Count Data Using Continuous Optimization","cs.LG"
"2512.16200v1","Explicit and Non-asymptotic Query Complexities of Rank-Based Zeroth-order Algorithms on Smooth Functions","cs.LG"
"2512.19746v1","Robust Causal Directionality Inference in Quantum Inference under MNAR Observation and High-Dimensional Noise","cs.LG"
"2512.16188v1","A Multi-scale Fused Graph Neural Network with Inter-view Contrastive Learning for Spatial Transcriptomics Data Clustering","cs.LG"
"2512.16184v1","A Multimodal Approach to Alzheimer's Diagnosis: Geometric Insights from Cube Copying and Cognitive Assessments","cs.LG"
"2512.16175v1","Physics-Informed Neural Networks for Modeling the Martian Induced Magnetosphere","cs.LG"
"2512.16151v1","Artificial Intelligence-Enabled Holistic Design of Catalysts Tailored for Semiconducting Carbon Nanotube Growth","cs.LG"
"2512.20654v1","Q-RUN: Quantum-Inspired Data Re-uploading Networks","cs.LG"
"2512.16134v1","Staggered Batch Scheduling: Co-optimizing Time-to-First-Token and Throughput for High-Efficiency LLM Inference","cs.LG"
"2512.16126v1","Dual-View Inference Attack: Machine Unlearning Amplifies Privacy Exposure","cs.LG"
"2512.16111v1","BUILD with Precision: Bottom-Up Inference of Linear DAGs","cs.LG"
"2512.16105v1","BayesSum: Bayesian Quadrature in Discrete Spaces","cs.LG"
"2512.16086v1","Privacy Blur: Quantifying Privacy and Utility for Image Data Release","cs.LG"
"2512.16075v1","FOD-Diff: 3D Multi-Channel Patch Diffusion Model for Fiber Orientation Distribution","cs.LG"
"2512.16074v1","In-Context Multi-Operator Learning with DeepOSets","cs.LG"
"2512.19744v1","DeepBridge: A Unified and Production-Ready Framework for Multi-Dimensional Machine Learning Validation","cs.LG"
"2512.16956v1","SpIDER: Spatially Informed Dense Embedding Retrieval for Software Issue Localization","cs.LG"
"2512.16051v1","Graph Neural Networks for Interferometer Simulations","cs.LG"
"2512.16037v1","Explainable AI in Big Data Fraud Detection","cs.LG"
"2512.16032v1","Techno-economic optimization of a heat-pipe microreactor, part I: theory and cost optimization","cs.LG"
"2512.16001v1","Concurrence: A dependence criterion for time series, applied to biological data","cs.LG"
"2512.16000v1","Information theory and discriminative sampling for model discovery","cs.LG"
"2512.19742v1","On-device Large Multi-modal Agent for Human Activity Recognition","cs.LG"
"2512.15997v1","Higher-Order LaSDI: Reduced Order Modeling with Multiple Time Derivatives","cs.LG"
"2512.15992v1","Time-Frequency Analysis for Neural Networks","cs.LG"
"2512.19741v1","EdgeFlex-Transformer: Transformer Inference for Edge Devices","cs.LG"
"2512.15985v1","Hierarchical Neural Surfaces for 3D Mesh Compression","cs.LG"
"2512.15973v1","Dynamic Rank Reinforcement Learning for Adaptive Low-Rank Multi-Head Self Attention in Large Language Models","cs.LG"
"2512.15956v1","Tracking Wildfire Assets with Commodity RFID and Gaussian Process Modeling","cs.LG"
"2512.15955v1","Governance by Evidence: Regulated Predictors in Decision-Tree Models","cs.LG"
"2512.15946v1","AIE4ML: An End-to-End Framework for Compiling Neural Networks for the Next Generation of AMD AI Engines","cs.LG"
"2512.19740v1","Asia Cup 2025: A Structured T20 Match-Level Dataset and Exploratory Analysis for Cricket Analytics","cs.LG"
"2512.15934v1","In-Context Semi-Supervised Learning","cs.LG"
"2512.15931v1","BarcodeMamba+: Advancing State-Space Models for Fungal Biodiversity Research","cs.LG"
"2512.15926v2","DSO: Direct Steering Optimization for Bias Mitigation","cs.LG"
"2512.15923v1","A Unification of Discrete, Gaussian, and Simplicial Diffusion","cs.LG"
"2512.15920v1","Introduction to Symbolic Regression in the Physical Sciences","cs.LG"
"2512.15900v1","Boosting t-SNE Efficiency for Sequencing Data: Insights from Kernel Selection","cs.LG"
"2512.15706v1","Learning Model Parameter Dynamics in a Combination Therapy for Bladder Cancer from Sparse Biological Data","cs.LG"
"2512.15705v1","Dynamic Rebatching for Efficient Early-Exit Inference with DREX","cs.LG"
"2512.15699v1","FrontierCS: Evolving Challenges for Evolving Intelligence","cs.LG"
"2512.15691v1","Multi-Modal Semantic Communication","cs.LG"
"2512.15685v1","A Multivariate Statistical Framework for Detection, Classification and Pre-localization of Anomalies in Water Distribution Networks","cs.LG"
"2512.15684v1","High-Dimensional Partial Least Squares: Spectral Analysis and Fundamental Limitations","cs.LG"
"2512.15675v3","Stylized Synthetic Augmentation further improves Corruption Robustness","cs.LG"
"2512.15661v2","Prospects for quantum advantage in machine learning from the representability of functions","cs.LG"
"2512.15657v1","SoFlow: Solution Flow Models for One-Step Generative Modeling","cs.LG"
"2512.15628v1","Learning continuous SOC-dependent thermal decomposition kinetics for Li-ion cathodes using KA-CRNNs","cs.LG"
"2512.19739v1","OASI: Objective-Aware Surrogate Initialization for Multi-Objective Bayesian Optimization in TinyML Keyword Spotting","cs.LG"
"2512.15614v1","Behavior Tokens Speak Louder: Disentangled Explainable Recommendation with Behavior Vocabulary","cs.LG"
"2512.19738v1","OpComm: A Reinforcement Learning Framework for Adaptive Buffer Control in Warehouse Volume Forecasting","cs.LG"
"2512.15606v1","A Teacher-Student Perspective on the Dynamics of Learning Near the Optimal Point","cs.LG"
"2512.15605v1","Autoregressive Language Models are Secretly Energy-Based Models: Insights into the Lookahead Capabilities of Next-Token Prediction","cs.LG"
"2512.15596v1","Corrective Diffusion Language Models","cs.LG"
"2512.15581v1","IMKD: Intensity-Aware Multi-Level Knowledge Distillation for Camera-Radar Fusion","cs.LG"
"2512.15574v1","Joint Learning of Unsupervised Multi-view Feature and Instance Co-selection with Cross-view Imputation","cs.LG"
"2512.15823v1","Secure AI-Driven Super-Resolution for Real-Time Mixed Reality Applications","cs.LG"
"2512.17954v1","SCS-SupCon: Sigmoid-based Common and Style Supervised Contrastive Learning with Adaptive Decision Boundaries","cs.LG"
"2512.15549v1","Photonics-Enhanced Graph Convolutional Networks","cs.LG"
"2512.15538v1","Tracking Temporal Dynamics of Vector Sets with Gaussian Process","cs.LG"
"2512.15521v1","Autonomous Pressure Control in MuVacAS via Deep Reinforcement Learning and Deep Learning Surrogate Models","cs.LG"
"2512.15492v1","Robustness and uncertainty: two complementary aspects of the reliability of the predictions of a classifier","cs.LG"
"2512.15483v1","Multi-stage Bayesian optimisation for dynamic decision-making in self-driving labs","cs.LG"
"2512.15469v1","Metanetworks as Regulatory Operators: Learning to Edit for Requirement Compliance","cs.LG"
"2512.15460v1","From Risk to Resilience: Towards Assessing and Mitigating the Risk of Data Reconstruction Attacks in Federated Learning","cs.LG"
"2512.15442v1","Copyright Infringement Risk Reduction via Chain-of-Thought and Task Instruction Prompting","cs.LG"
"2512.15436v1","Online Partitioned Local Depth for semi-supervised applications","cs.LG"
"2512.15427v1","Statistics of Min-max Normalized Eigenvalues in Random Matrices","cs.LG"
"2512.15420v1","FlowBind: Efficient Any-to-Any Generation with Bidirectional Flows","cs.LG"
"2512.15405v1","EUBRL: Epistemic Uncertainty Directed Bayesian Reinforcement Learning","cs.LG"
"2512.15385v1","Robustness Evaluation of Machine Learning Models for Fault Classification and Localization In Power System Protection","cs.LG"
"2512.19735v2","Case Prompting to Mitigate Large Language Model Bias for ICU Mortality Prediction","cs.LG"
"2512.15379v1","Remotely Detectable Robot Policy Watermarking","cs.LG"
"2512.15378v1","A Regime-Aware Fusion Framework for Time Series Classification","cs.LG"
"2512.19734v1","The Deleuzian Representation Hypothesis","cs.LG"
"2512.15347v1","Expand and Prune: Maximizing Trajectory Diversity for Effective GRPO in Generative Models","cs.LG"
"2512.15335v1","Bits for Privacy: Evaluating Post-Training Quantization via Membership Inference","cs.LG"
"2512.15313v1","Time-Varying Audio Effect Modeling by End-to-End Adversarial Training","cs.LG"
"2512.15306v1","LLMQ: Efficient Lower-Precision Pretraining for Consumer GPUs","cs.LG"
"2512.15285v1","Topological Metric for Unsupervised Embedding Quality Evaluation","cs.LG"
"2512.19733v1","NMIRacle: Multi-modal Generative Molecular Elucidation from IR and NMR Spectra","cs.LG"
"2512.15269v1","Model inference for ranking from pairwise comparisons","cs.LG"
"2512.15267v1","Distillation-Guided Structural Transfer for Continual Learning Beyond Sparse Distributed Memory","cs.LG"
"2512.15254v1","Assessing the Visual Enumeration Abilities of Specialized Counting Architectures and Vision-Language Models","cs.LG"
"2512.15230v1","ColliderML: The First Release of an OpenDataDetector High-Luminosity Physics Benchmark Dataset","cs.LG"
"2512.15229v1","O-EENC-SD: Efficient Online End-to-End Neural Clustering for Speaker Diarization","cs.LG"
"2512.15228v1","Accelerating High-Throughput Catalyst Screening by Direct Generation of Equilibrium Adsorption Structures","cs.LG"
"2512.15210v1","Label-consistent clustering for evolving data","cs.LG"
"2512.15206v1","Chorus: Harmonizing Context and Sensing Signals for Data-Free Model Customization in IoT","cs.LG"
"2512.15180v1","BEAT2AASIST model with layer fusion for ESDD 2026 Challenge","cs.LG"
"2512.19732v1","Leakage-Aware Bandgap Prediction on the JARVIS-DFT Dataset: A Phase-Wise Feature Analysis","cs.LG"
"2512.15169v1","Understanding NTK Variance in Implicit Neural Representations","cs.LG"
"2512.19731v1","Exploring Deep-to-Shallow Transformable Neural Networks for Intelligent Embedded Systems","cs.LG"
"2512.15143v1","An Efficient Gradient-Based Inference Attack for Federated Learning","cs.LG"
"2512.15140v1","Generalization and Feature Attribution in Machine Learning Models for Crop Yield and Anomaly Prediction in Germany","cs.LG"
"2512.19730v1","ArcGen: Generalizing Neural Backdoor Detection Across Diverse Architectures","cs.LG"
"2512.15123v1","TrajSyn: Privacy-Preserving Dataset Distillation from Federated Model Trajectories for Server-Side Adversarial Training","cs.LG"
"2512.19728v1","Hard Negative Sample-Augmented DPO Post-Training for Small Language Models","cs.LG"
"2512.15113v1","Adaptive Weighted Genetic Algorithm-Optimized SVR for Robust Long-Term Forecasting of Global Stock Indices for investment decisions","cs.LG"
"2512.19727v1","Trend Extrapolation for Technology Forecasting: Leveraging LSTM Neural Networks for Trend Analysis of Space Exploration Vessels","cs.LG"
"2512.15088v1","SigMA: Path Signatures and Multi-head Attention for Learning Parameters in fBm-driven SDEs","cs.LG"
"2512.15086v1","PIP$^2$ Net: Physics-informed Partition Penalty Deep Operator Network","cs.LG"
"2512.15083v1","Neural Modular Physics for Elastic Simulation","cs.LG"
"2512.15082v1","The Semantic Architect: How FEAML Bridges Structured Data and LLMs for Multi-Label Tasks","cs.LG"
"2512.15008v1","Stock Pattern Assistant (SPA): A Deterministic and Explainable Framework for Structural Price Run Extraction and Event Correlation in Equity Markets","cs.LG"
"2512.15003v1","SeBERTis: A Framework for Producing Classifiers of Security-Related Issue Reports","cs.LG"
"2512.14993v1","Efficient Nudged Elastic Band Method using Neural Network Bayesian Algorithm Execution","cs.LG"
"2512.14991v1","Adaptive Partitioning and Learning for Stochastic Control of Diffusion Processes","cs.LG"
"2512.14980v2","Softly Constrained Denoisers for Diffusion Models","cs.LG"
"2512.14967v1","Deep Learning and Elicitability for McKean-Vlasov FBSDEs With Common Noise","cs.LG"
"2512.15803v1","An empirical analysis of zero-day vulnerabilities disclosed by the zero day initiative","cs.LG"
"2512.14958v1","Intrusion Detection in Internet of Vehicles Using Machine Learning","cs.LG"
"2512.19725v1","Out-of-Distribution Detection for Continual Learning: Design Principles and Benchmarking","cs.LG"
"2512.14954v1","Cross-Tokenizer Likelihood Scoring Algorithms for Language Model Distillation","cs.LG"
"2512.15802v1","Consensus dimension reduction via multi-view learning","cs.LG"
"2512.14941v1","Boundary condition enforcement with PINNs: a comparative study and verification on 3D geometries","cs.LG"
"2512.14935v1","Cloud Security Leveraging AI: A Fusion-Based AISOC for Malware and Log Behaviour Detection","cs.LG"
"2512.14932v1","Low-rank MMSE filters, Kronecker-product representation, and regularization: a new perspective","cs.LG"
"2512.14929v1","Deep learning water-unsuppressed MRSI at ultra-high field for simultaneous quantitative metabolic, susceptibility and myelin water imaging","cs.LG"
"2512.14908v1","ATLAS: Adaptive Topology-based Learning at Scale for Homophilic and Heterophilic Graphs","cs.LG"
"2512.19723v1","End-to-End Data Quality-Driven Framework for Machine Learning in Production Environment","cs.LG"
"2512.14880v1","Task Matrices: Linear Maps for Cross-Model Finetuning Transfer","cs.LG"
"2512.14873v1","How Does Fourier Analysis Network Work? A Mechanism Analysis and a New Dual-Activation Layer Proposal","cs.LG"
"2512.14865v1","Audio MultiChallenge: A Multi-Turn Evaluation of Spoken Dialogue Systems on Natural Human Interaction","cs.LG"
"2512.19722v1","Node-Level Financial Optimization in Demand Forecasting Through Dynamic Cost Asymmetry and Feedback Mechanism","cs.LG"
"2512.14851v1","Unreliable Uncertainty Estimates with Monte Carlo Dropout","cs.LG"
"2512.14689v1","CHIP: Adaptive Compliance for Humanoid Control through Hindsight Perturbation","cs.LG"
"2512.14683v1","Early Warning Index for Patient Deteriorations in Hospitals","cs.LG"
"2512.14675v1","Beyond Lipschitz Continuity and Monotonicity: Fractal and Chaotic Activation Functions in Echo State Networks","cs.LG"
"2512.14645v1","TiME: Tiny Monolingual Encoders for Efficient NLP Pipelines","cs.LG"
"2512.19721v1","Sign-Aware Multistate Jaccard Kernels and Geometry for Real and Complex-Valued Signals","cs.LG"
"2512.14619v1","ParaFormer: A Generalized PageRank Graph Transformer for Graph Representation Learning","cs.LG"
"2512.14615v2","Hierarchical Persistence Velocity for Network Anomaly Detection: Theory and Applications to Cryptocurrency Markets","cs.LG"
"2512.14604v1","LLmFPCA-detect: LLM-powered Multivariate Functional PCA for Anomaly Detection in Sparse Longitudinal Texts","cs.LG"
"2512.14602v1","Sound and Music Biases in Deep Music Transcription Models: A Systematic Analysis","cs.LG"
"2512.14596v1","Hybrid Iterative Solvers with Geometry-Aware Neural Preconditioners for Parametric PDEs","cs.LG"
"2512.19720v1","Per-Axis Weight Deltas for Frequent Model Updates","cs.LG"
"2512.14559v1","Counterfactual Explanations for Time Series Should be Human-Centered and Temporally Coherent in Interventions","cs.LG"
"2512.14537v2","Synthetic Electrogram Generation with Variational Autoencoders for ECGI","cs.LG"
"2512.14522v1","Improving Slow Transfer Predictions: Generative Methods Compared","cs.LG"
"2512.14500v1","C-ing Clearly: Enhanced Binary Code Explanations using C code","cs.LG"
"2512.14471v1","Kinetic-Mamba: Mamba-Assisted Predictions of Stiff Chemical Kinetics","cs.LG"
"2512.14461v1","AnySleep: a channel-agnostic deep learning system for high-resolution sleep staging in multi-center cohorts","cs.LG"
"2512.14444v1","Bridging Artificial Intelligence and Data Assimilation: The Data-driven Ensemble Forecasting System ClimaX-LETKF","cs.LG"
"2512.14779v1","Evaluating Weather Forecasts from a Decision Maker's Perspective","cs.LG"
"2512.14422v1","Hybrid Ensemble Method for Detecting Cyber-Attacks in Water Distribution Systems Using the BATADAL Dataset","cs.LG"
"2512.14418v2","Dual-Axis RCCL: Representation-Complete Convergent Learning for Organic Chemical Space","cs.LG"
"2512.14410v1","Pattern Recognition of Aluminium Arbitrage in Global Trade Data","cs.LG"
"2512.14404v1","From STLS to Projection-based Dictionary Selection in Sparse Regression for System Identification","cs.LG"
"2512.14400v1","GRAFT: Grid-Aware Load Forecasting with Multi-Source Textual Alignment and Fusion","cs.LG"
"2512.14397v1","SuperWing: a comprehensive transonic wing dataset for data-driven aerodynamic design","cs.LG"
"2512.14388v1","Black-Box Auditing of Quantum Model: Lifted Differential Privacy with Quantum Canaries","cs.LG"
"2512.14338v1","Implicit Bias and Invariance: How Hopfield Networks Efficiently Learn Graph Orbits","cs.LG"
"2512.14311v1","Continual Learning at the Edge: An Agnostic IIoT Architecture","cs.LG"
"2512.14308v1","Improving the Accuracy of Amortized Model Comparison with Self-Consistency","cs.LG"
"2512.19718v1","Synthetic Data Blueprint (SDB): A modular framework for the statistical, structural, and graph-based evaluation of synthetic tabular data","cs.LG"
"2512.14274v1","TUN: Detecting Significant Points in Persistence Diagrams with Deep Learning","cs.LG"
"2512.14253v1","FLAME: Flow Enhanced Legendre Memory Models for General Time Series Forecasting","cs.LG"
"2512.14240v1","Physically consistent model learning for reaction-diffusion systems","cs.LG"
"2512.14237v1","Ladder Up, Memory Down: Low-Cost Fine-Tuning With Side Nets","cs.LG"
"2512.14230v1","Understanding the Gain from Data Filtering in Multimodal Contrastive Learning","cs.LG"
"2512.14221v1","Weighted Conformal Prediction Provides Adaptive and Valid Mask-Conditional Coverage for General Missing Data Mechanisms","cs.LG"
"2512.14190v1","Random-Bridges as Stochastic Transports for Generative Models","cs.LG"
"2512.14188v1","Optimizing the Adversarial Perturbation with a Momentum-based Adaptive Matrix","cs.LG"
"2512.14170v1","On Improving Deep Active Learning with Formal Verification","cs.LG"
"2512.14115v1","Joint Multimodal Contrastive Learning for Robust Spoken Term Detection and Keyword Spotting","cs.LG"
"2512.14100v1","A First-Order Logic-Based Alternative to Reward Models in RLHF","cs.LG"
"2512.14098v2","Cornserve: Efficiently Serving Any-to-Any Multimodal Models","cs.LG"
"2512.14086v1","Derivative-Informed Fourier Neural Operator: Universal Approximation and Applications to PDE-Constrained Optimization","cs.LG"
"2512.14083v1","Scalable Frameworks for Real-World Audio-Visual Speech Recognition","cs.LG"
"2512.14078v1","FusAD: Time-Frequency Fusion with Adaptive Denoising for General Time Series Analysis","cs.LG"
"2512.14045v1","A Deep Dive into Function Inlining and its Security Implications for ML-based Binary Analysis","cs.LG"
"2512.14040v1","ChartAgent: A Chart Understanding Framework with Tool Integrated Reasoning","cs.LG"
"2512.14023v1","Multivariate Time Series Forecasting with Hybrid Euclidean-SPD Manifold Graph Neural Networks","cs.LG"
"2512.14019v1","EXAONE Path 2.5: Pathology Foundation Model with Multi-Omics Alignment","cs.LG"
"2512.14011v1","Accelerating MHC-II Epitope Discovery via Multi-Scale Prediction in Antigen Presentation","cs.LG"
"2512.14010v1","Physics-Informed Machine Learning for Two-Phase Moving-Interface and Stefan Problems","cs.LG"
"2512.14000v1","On the Hardness of Conditional Independence Testing In Practice","cs.LG"
"2512.13997v1","Maximum Mean Discrepancy with Unequal Sample Sizes via Generalized U-Statistics","cs.LG"
"2512.13989v1","A Single Architecture for Representing Invariance Under Any Space Group","cs.LG"
"2512.13961v1","Olmo 3","cs.LG"
"2512.13945v1","Pattern-Guided Diffusion Models","cs.LG"
"2512.13927v1","A Complete Guide to Spherical Equivariant Graph Transformers","cs.LG"
"2512.13921v1","Sliding Window Recurrences for Sequence Models","cs.LG"
"2512.13919v1","Adaptive digital twins for predictive decision-making: Online Bayesian learning of transition dynamics","cs.LG"
"2512.13913v1","Capturing reduced-order quantum many-body dynamics out of equilibrium via neural ordinary differential equations","cs.LG"
"2512.13902v1","KLO-Net: A Dynamic K-NN Attention U-Net with CSP Encoder for Efficient Prostate Gland Segmentation from MRI","cs.LG"
"2512.13898v1","Let's (not) just put things in Context: Test-Time Training for Long-Context LLMs","cs.LG"
"2512.13890v1","Group-Theoretic Reinforcement Learning of Dynamical Decoupling Sequences","cs.LG"
"2512.13872v1","Measuring Uncertainty Calibration","cs.LG"
"2512.13870v2","Simultaneous and Proportional Finger Motion Decoding Using Spatial Features from High-Density Surface Electromyography","cs.LG"
"2512.13868v2","Safe Online Control-Informed Learning","cs.LG"
"2512.13853v1","Dropout Neural Network Training Viewed from a Percolation Perspective","cs.LG"
"2512.13852v1","Topologically-Stabilized Graph Neural Networks: Empirical Robustness Across Domains","cs.LG"
"2512.13848v1","BiCoRec: Bias-Mitigated Context-Aware Sequential Recommendation Model","cs.LG"
"2512.13837v1","Explainable reinforcement learning from human feedback to improve alignment","cs.LG"
"2512.13825v1","Unreasonable effectiveness of unsupervised learning in identifying Majorana topology","cs.LG"
"2512.13821v1","The Double Life of Code World Models: Provably Unmasking Malicious Behavior Through Execution Traces","cs.LG"
"2512.13788v1","Constrained Policy Optimization via Sampling-Based Weight-Space Projection","cs.LG"
"2512.13672v1","Directional Textual Inversion for Personalized Text-to-Image Generation","cs.LG"
"2512.13668v1","A Scientific Reasoning Model for Organic Synthesis Procedure Generation","cs.LG"
"2512.13666v1","SEDULity: A Proof-of-Learning Framework for Distributed and Secure Blockchains with Efficient Useful Work","cs.LG"
"2512.13634v2","Universality of high-dimensional scaling limits of stochastic gradient descent","cs.LG"
"2512.13632v1","StutterFuse: Mitigating Modality Collapse in Stuttering Detection with Jaccard-Weighted Metric Learning and Gated Fusion","cs.LG"
"2512.13618v2","Temporal Tokenization Strategies for Event Sequence Modeling with Large Language Models","cs.LG"
"2512.13617v1","LightTopoGAT: Enhancing Graph Attention Networks with Topological Features for Efficient Graph Classification","cs.LG"
"2512.13609v1","Do-Undo: Generating and Reversing Physical Actions in Vision-Language Models","cs.LG"
"2512.13598v1","Textual Gradients are a Flawed Metaphor for Automatic Prompt Optimization","cs.LG"
"2512.13593v2","Scalable Formal Verification via Autoencoder Latent Space Abstraction","cs.LG"
"2512.13592v1","Image Diffusion Preview with Consistency Solver","cs.LG"
"2512.19715v1","Chemically-Informed Machine Learning Approach for Prediction of Reactivity Ratios in Radical Copolymerization","cs.LG"
"2512.13565v1","A Nonparametric Statistics Approach to Feature Selection in Deep Neural Networks with Theoretical Guarantees","cs.LG"
"2512.13534v1","Pancakes: Consistent Multi-Protocol Image Segmentation Across Biomedical Domains","cs.LG"
"2512.13532v1","Adaptive Sampling for Hydrodynamic Stability","cs.LG"
"2512.13530v1","Actively Learning Joint Contours of Multiple Computer Experiments","cs.LG"
"2512.13529v1","Enhancing lithological interpretation from petrophysical well log of IODP expedition 390/393 using machine learning","cs.LG"
"2512.13526v1","Async Control: Stress-testing Asynchronous Control Measures for LLM Agents","cs.LG"
"2512.13517v1","A Deep Learning Model of Mental Rotation Informed by Interactive VR Experiments","cs.LG"
"2512.13770v1","Enhancing Semi-Supervised Multi-View Graph Convolutional Networks via Supervised Contrastive Learning and Self-Training","cs.LG"
"2512.13506v1","Learning under Distributional Drift: Reproducibility as an Intrinsic Statistical Resource","cs.LG"
"2512.13497v1","On-Device Continual Learning for Unsupervised Visual Anomaly Detection in Dynamic Manufacturing","cs.LG"
"2512.13491v2","From Zipf's Law to Neural Scaling through Heaps' Law and Hilberg's Hypothesis","cs.LG"
"2512.13482v1","Real-Time AI-Driven Milling Digital Twin Towards Extreme Low-Latency","cs.LG"
"2512.13480v1","Element-wise Modulation of Random Matrices for Efficient Neural Layers","cs.LG"
"2512.13460v1","DP-EMAR: A Differentially Private Framework for Autonomous Model Weight Repair in Federated IoT Systems","cs.LG"
"2512.13442v1","XNNTab -- Interpretable Neural Networks for Tabular Data using Sparse Autoencoders","cs.LG"
"2512.13427v1","MineTheGap: Automatic Mining of Biases in Text-to-Image Models","cs.LG"
"2512.13410v1","Multiclass Graph-Based Large Margin Classifiers: Unified Approach for Support Vectors and Neural Networks","cs.LG"
"2512.13397v1","rNCA: Self-Repairing Segmentation Masks","cs.LG"
"2512.13381v1","Dual-Phase Federated Deep Unlearning via Weight-Aware Rollback and Reconstruction","cs.LG"
"2512.13359v1","Fast Policy Learning for 6-DOF Position Control of Underwater Vehicles","cs.LG"
"2512.13352v1","On the Effectiveness of Membership Inference in Targeted Data Extraction from Large Language Models","cs.LG"
"2512.13340v1","Link-Aware Energy-Frugal Continual Learning for Fault Detection in IoT Networks","cs.LG"
"2512.13337v1","FROC: A Unified Framework with Risk-Optimized Control for Machine Unlearning in LLMs","cs.LG"
"2512.13336v2","KD-PINN: Knowledge-Distilled PINNs for ultra-low-latency real-time neural PDE solvers","cs.LG"
"2512.13278v1","AutoTool: Dynamic Tool Selection and Integration for Agentic Reasoning","cs.LG"
"2512.13255v1","BézierFlow: Bézier Stochastic Interpolant Schedulers for Few-Step Generation","cs.LG"
"2512.13237v1","Learning to Retrieve with Weakened Labels: Robust Training under Label Noise","cs.LG"
"2512.13228v1","ModSSC: A Modular Framework for Semi-Supervised Classification on Heterogeneous Data","cs.LG"
"2512.13227v1","Better LMO-based Momentum Methods with Second-Order Information","cs.LG"
"2512.13217v1","Rethinking Physics-Informed Regression Beyond Training Loops and Bespoke Architectures","cs.LG"
"2512.13207v2","Evaluating Adversarial Attacks on Federated Learning for Temperature Forecasting","cs.LG"
"2512.13197v1","MicroPhaseNO: Adapting an Earthquake-Trained Phase Neural Operator for Microseismic Phase Picking","cs.LG"
"2512.13196v1","Noise-Resilient Quantum Aggregation on NISQ for Federated ADAS Learning","cs.LG"
"2512.13757v1","Improving the Plausibility of Pressure Distributions Synthesized from Depth through Generative Modeling","cs.LG"
"2512.13170v1","Iterative Tuning of Nonlinear Model Predictive Control for Robotic Manufacturing Tasks","cs.LG"
"2512.13149v1","Enhancing Node-Level Graph Domain Adaptation by Alleviating Local Dependency","cs.LG"
"2512.13144v1","Weight Space Correlation Analysis: Quantifying Feature Utilization in Deep Learning Models","cs.LG"
"2512.13125v1","Quanvolutional Neural Networks for Spectrum Peak-Finding","cs.LG"
"2512.13123v3","Stopping Rules for Stochastic Gradient Descent via Anytime-Valid Confidence Sequences","cs.LG"
"2512.13120v1","Towards Practical Large-scale Dynamical Heterogeneous Graph Embedding: Cold-start Resilient Recommendation","cs.LG"
"2512.13095v1","ADHint: Adaptive Hints with Difficulty Priors for Reinforcement Learning","cs.LG"
"2512.13093v1","PvP: Data-Efficient Humanoid Robot Learning with Proprioceptive-Privileged Contrastive Representations","cs.LG"
"2512.13083v1","DiRe: Diversity-promoting Regularization for Dataset Condensation","cs.LG"
"2512.13753v1","Time-aware UNet and super-resolution deep residual networks for spatial downscaling","cs.LG"
"2512.13077v1","LikeBench: Evaluating Subjective Likability in LLMs for Personalization","cs.LG"
"2512.13069v1","Multi-fidelity aerodynamic data fusion by autoencoder transfer learning","cs.LG"
"2512.19713v1","Reducing Label Dependency in Human Activity Recognition with Wearables: From Supervised Learning to Novel Weakly Self-Supervised Approaches","cs.LG"
"2512.13060v1","Deep Q-Learning-Based Intelligent Scheduling for ETL Optimization in Heterogeneous Data Environments","cs.LG"
"2512.13040v1","Understanding Structured Financial Data with LLMs: A Case Study on Fraud Detection","cs.LG"
"2512.13037v1","Progressive Refinement of E-commerce Search Ranking Based on Short-Term Activities of the Buyer","cs.LG"
"2512.13034v1","Alada: Alternating Adaptation of Momentum Method for Memory-Efficient Matrix Optimization","cs.LG"
"2512.13033v1","Scaling Bidirectional Spans and Span Violations in Attention Mechanism","cs.LG"
"2512.13030v1","Motus: A Unified Latent Action World Model","cs.LG"
"2512.13018v1","Comprehensive Deployment-Oriented Assessment for Cross-Environment Generalization in Deep Learning-Based mmWave Radar Sensing","cs.LG"
"2512.13010v1","Deep Learning-Driven Inversion Framework for Shear Modulus Estimation in Magnetic Resonance Elastography (DIME)","cs.LG"
"2512.19711v1","PHANTOM: PHysical ANamorphic Threats Obstructing Connected Vehicle Mobility","cs.LG"
"2512.13003v1","General OOD Detection via Model-aware and Subspace-aware Variable Priority","cs.LG"
"2512.13751v1","MIDUS: Memory-Infused Depth Up-Scaling","cs.LG"
"2512.12997v1","Calibrating Uncertainty for Zero-Shot Adversarial CLIP","cs.LG"
"2512.12987v1","Tackling Snow-Induced Challenges: Safe Autonomous Lane-Keeping with Robust Reinforcement Learning","cs.LG"
"2512.12984v1","VoroLight: Learning Quality Volumetric Voronoi Meshes from General Inputs","cs.LG"
"2512.12981v1","CoDeQ: End-to-End Joint Model Compression with Dead-Zone Quantizer for High-Sparsity and Low-Precision Networks","cs.LG"
"2512.13749v1","Comparative Evaluation of Embedding Representations for Financial News Sentiment Analysis","cs.LG"
